y_class,QuantitySold,year,month,day,dayofweek,is_weekend,h_item,h_branch,h_invoice,h_item_branch,h_item_month
0,2,2025,8,24,6,1,1523,27,3720,4292,2518
0,2,2025,8,24,6,1,1724,27,462,1860,945
1,4,2025,8,24,6,1,1566,27,462,4577,427
0,1,2025,8,24,6,1,1416,27,462,2432,455
0,1,2025,8,24,6,1,680,27,462,1760,3487
1,4,2025,8,24,6,1,959,27,462,659,1129
0,2,2025,8,24,6,1,1200,27,462,3460,2217
0,1,2025,8,24,6,1,928,27,462,436,439
0,1,2025,8,24,6,1,1903,27,462,1132,4526
0,2,2025,8,24,6,1,503,113,462,3733,3832
0,2,2025,8,24,6,1,783,113,462,2866,4031
0,1,2025,8,24,6,1,333,27,232,4171,2331
1,4,2025,8,24,6,1,474,27,462,2394,4943
0,2,2025,8,24,6,1,828,113,1696,3521,3766
0,2,2025,8,24,6,1,668,27,1177,29,3008
0,3,2025,8,24,6,1,1101,27,1120,82,3070
2,20,2025,8,24,6,1,1617,27,308,4686,2509
2,80,2025,8,24,6,1,1229,27,308,1782,4168
0,1,2025,8,24,6,1,133,158,4032,4068,3846
0,1,2025,8,24,6,1,1813,158,4032,3449,4854
0,1,2025,8,24,6,1,1924,158,4032,3534,2437
1,4,2025,8,24,6,1,1210,27,1146,106,4274
0,1,2025,8,24,6,1,296,27,1146,2109,1524
0,1,2025,8,24,6,1,59,27,1146,2878,1533
1,5,2025,8,24,6,1,1195,27,783,3900,4203
0,1,2025,8,24,6,1,689,27,1908,3355,4931
0,2,2025,8,24,6,1,1260,27,1908,3195,4868
0,2,2025,8,24,6,1,1347,27,1908,3881,2167
2,20,2025,8,24,6,1,1525,27,1240,4989,2659
2,20,2025,8,24,6,1,1617,27,1240,4686,2509
2,16,2025,8,24,6,1,900,27,1240,3100,4001
2,20,2025,8,24,6,1,1590,27,1240,3751,551
2,20,2025,8,24,6,1,1065,27,1240,3926,278
0,2,2025,8,24,6,1,389,27,1240,1184,1684
0,2,2025,8,24,6,1,1564,27,1240,1685,4887
0,2,2025,8,24,6,1,689,27,1240,312,4712
0,2,2025,8,24,6,1,1258,27,1240,4156,4901
1,4,2025,8,24,6,1,389,27,308,1184,1684
2,20,2025,8,24,6,1,1950,27,1240,2464,4001
2,20,2025,8,24,6,1,1582,27,308,4412,1250
1,5,2025,8,24,6,1,1176,27,1450,1726,1772
2,10,2025,8,24,6,1,1950,27,1450,1038,846
1,4,2025,8,24,6,1,1509,27,308,2797,2990
2,15,2025,8,24,6,1,1014,27,308,967,3146
2,50,2025,8,24,6,1,1128,27,308,3115,3565
2,50,2025,8,24,6,1,1884,27,308,4927,2745
1,4,2025,8,24,6,1,103,27,308,3768,2569
0,3,2025,8,24,6,1,1543,27,308,4158,194
2,52,2025,8,24,6,1,1966,27,308,4151,2526
1,5,2025,8,24,6,1,555,27,1450,321,2059
2,20,2025,8,24,6,1,1341,27,1450,1770,1526
2,10,2025,8,24,6,1,1938,27,1450,3077,2195
2,15,2025,8,24,6,1,195,27,1450,757,1205
2,9,2025,8,24,6,1,1033,59,1209,331,3134
2,10,2025,8,24,6,1,1099,27,1450,3386,4218
2,20,2025,8,24,6,1,1174,27,1450,4353,664
2,10,2025,8,24,6,1,882,27,1450,3981,3970
2,10,2025,8,24,6,1,567,27,1450,910,1572
2,10,2025,8,24,6,1,1621,27,1450,4579,2134
2,10,2025,8,24,6,1,1508,27,1450,3952,4686
1,5,2025,8,24,6,1,1847,27,1450,2836,298
2,10,2025,8,24,6,1,1449,27,1450,2813,2680
2,10,2025,8,24,6,1,769,27,1450,2855,3483
0,2,2025,8,24,6,1,1265,158,4032,3176,39
2,10,2025,8,24,6,1,1525,27,308,4989,2659
0,2,2025,8,24,6,1,1503,27,1450,374,3978
1,5,2025,8,24,6,1,1048,27,1450,646,3321
2,40,2025,8,24,6,1,1582,27,4394,4412,1250
0,2,2025,8,24,6,1,862,27,1450,2852,4510
0,2,2025,8,24,6,1,947,27,1450,3561,4350
2,10,2025,8,24,6,1,1115,27,1450,4515,4717
2,10,2025,8,24,6,1,200,27,1450,1097,4481
0,2,2025,8,24,6,1,1475,27,1450,916,4989
2,10,2025,8,24,6,1,249,27,1450,3329,1789
2,10,2025,8,24,6,1,506,27,1450,2067,1920
0,2,2025,8,24,6,1,1626,27,1450,2314,390
0,2,2025,8,24,6,1,1482,27,1450,1496,971
0,2,2025,8,24,6,1,1717,27,1450,4245,1986
0,3,2025,8,24,6,1,469,27,1450,2743,4795
1,5,2025,8,24,6,1,1628,27,1450,4013,3636
0,2,2025,8,24,6,1,1784,27,1450,3159,1342
0,2,2025,8,24,6,1,275,27,1450,3719,565
0,2,2025,8,24,6,1,1529,27,1450,4342,2120
1,8,2025,8,24,6,1,602,27,4394,2094,4012
2,30,2025,8,24,6,1,691,27,4394,4966,3378
1,8,2025,8,24,6,1,1623,27,4394,2915,2573
1,5,2025,8,24,6,1,377,27,4394,1916,3663
2,10,2025,8,24,6,1,1926,27,4394,4047,3506
2,10,2025,8,24,6,1,285,27,1450,289,2460
2,10,2025,8,24,6,1,1755,27,4394,2541,3610
1,6,2025,8,24,6,1,163,59,1209,2763,566
0,3,2025,8,24,6,1,596,27,1450,4195,2888
2,16,2025,8,24,6,1,1509,27,4394,2797,2990
2,10,2025,8,24,6,1,378,27,4394,3867,830
2,20,2025,8,24,6,1,1781,27,4394,4233,3210
0,2,2025,8,24,6,1,1444,27,4394,691,4439
2,30,2025,8,24,6,1,1901,27,4394,1398,1616
1,6,2025,8,24,6,1,1354,27,4394,4883,2078
1,6,2025,8,24,6,1,998,27,4394,1567,3414
2,10,2025,8,24,6,1,542,113,4394,921,39
1,8,2025,8,24,6,1,475,27,1402,4258,2878
2,12,2025,8,24,6,1,323,27,1402,1342,3924
2,30,2025,8,24,6,1,336,59,1209,3589,78
1,4,2025,8,24,6,1,600,59,1209,4629,3123
2,14,2025,8,24,6,1,842,59,1209,2531,499
2,14,2025,8,24,6,1,1019,59,1209,2718,2050
1,4,2025,8,24,6,1,495,59,1209,2756,1518
2,16,2025,8,24,6,1,296,59,1209,3172,1524
2,16,2025,8,24,6,1,59,59,1209,2287,1533
2,12,2025,8,24,6,1,682,59,1209,4969,4071
2,12,2025,8,24,6,1,489,59,1209,918,290
1,6,2025,8,24,6,1,971,59,1209,3503,4904
2,9,2025,8,24,6,1,1048,59,1209,3493,3307
2,12,2025,8,24,6,1,100,59,1209,3930,2661
2,10,2025,8,24,6,1,1121,59,1209,4119,606
1,4,2025,8,24,6,1,1493,158,4079,4300,932
1,4,2025,8,24,6,1,928,158,1209,3242,439
0,2,2025,8,24,6,1,722,158,1209,4038,751
0,2,2025,8,24,6,1,1982,158,1209,710,208
2,10,2025,8,24,6,1,1249,59,1209,4882,3937
0,2,2025,8,24,6,1,1823,59,1209,3099,135
0,2,2025,8,24,6,1,281,59,1209,1090,299
2,12,2025,8,24,6,1,1523,59,1209,1491,2518
2,12,2025,8,24,6,1,1396,59,1209,971,955
1,4,2025,8,24,6,1,1493,59,1209,3805,932
1,4,2025,8,24,6,1,957,59,1209,133,4488
0,3,2025,8,24,6,1,1409,59,1209,4788,3912
0,3,2025,8,24,6,1,71,59,1209,781,1785
1,4,2025,8,24,6,1,259,59,1209,3834,1727
1,4,2025,8,24,6,1,978,59,1209,734,3983
2,16,2025,8,24,6,1,1482,59,1209,2482,971
2,16,2025,8,24,6,1,1717,59,1209,2638,1986
2,20,2025,8,24,6,1,231,59,1209,2887,2128
1,8,2025,8,24,6,1,1821,59,1209,3095,1358
1,8,2025,8,24,6,1,1972,59,1209,4217,882
1,8,2025,8,24,6,1,738,59,1209,4006,836
1,8,2025,8,24,6,1,79,59,1209,780,4546
1,4,2025,8,24,6,1,1903,158,1209,331,4526
2,20,2025,8,24,6,1,1200,59,1209,4689,2217
1,8,2025,8,24,6,1,530,59,4079,3927,1997
1,6,2025,8,24,6,1,273,59,4079,230,2164
0,2,2025,8,24,6,1,1457,27,4969,1489,3379
0,1,2025,8,24,6,1,736,158,4032,584,2239
1,4,2025,8,24,6,1,1939,27,1209,4114,663
1,4,2025,8,24,6,1,1252,27,1209,4382,1404
1,5,2025,8,24,6,1,223,27,1209,352,21
1,5,2025,8,24,6,1,1923,27,1209,3735,480
1,6,2025,8,24,6,1,100,59,4969,3930,2661
1,6,2025,8,24,6,1,549,59,4969,487,4683
2,12,2025,8,24,6,1,1771,158,4969,1334,4859
1,6,2025,8,24,6,1,1101,27,4969,82,3070
1,4,2025,8,24,6,1,336,27,4969,1763,78
0,1,2025,8,24,6,1,225,27,4969,423,4066
0,2,2025,8,24,6,1,717,27,4969,2800,1530
2,12,2025,8,24,6,1,549,59,1209,487,4683
1,6,2025,8,24,6,1,1556,27,4969,728,4253
1,8,2025,8,24,6,1,1482,27,4969,1496,971
1,8,2025,8,24,6,1,1717,27,4969,4245,1986
0,2,2025,8,24,6,1,1382,27,4969,2188,3297
0,1,2025,8,24,6,1,986,27,4969,1349,1564
0,1,2025,8,24,6,1,288,27,4969,1574,3708
0,3,2025,8,24,6,1,1987,27,4969,4472,4942
1,4,2025,8,24,6,1,970,59,4079,1958,3929
2,10,2025,8,24,6,1,1142,59,1209,4254,4487
2,10,2025,8,24,6,1,1037,59,1209,3617,3010
1,4,2025,8,24,6,1,281,59,4079,4066,3057
1,4,2025,8,24,6,1,705,59,4079,2652,1506
1,4,2025,8,24,6,1,957,158,4079,3504,4488
1,6,2025,8,24,6,1,406,59,4079,360,2436
0,2,2025,8,24,6,1,682,59,4079,4969,4071
0,2,2025,8,24,6,1,489,59,4079,918,290
1,4,2025,8,24,6,1,1799,59,4079,997,3645
1,6,2025,8,24,6,1,1509,59,4079,4885,4951
2,12,2025,8,24,6,1,61,59,4079,4464,4949
2,12,2025,8,24,6,1,160,59,4079,99,2432
0,2,2025,8,24,6,1,1556,59,4079,4426,4253
1,4,2025,8,24,6,1,1030,59,4079,3201,4913
1,4,2025,8,24,6,1,1140,59,4079,3919,1968
1,4,2025,8,24,6,1,1939,59,4079,4053,663
1,4,2025,8,24,6,1,1252,59,4079,1596,1404
1,4,2025,8,24,6,1,267,59,4079,4053,1679
1,4,2025,8,24,6,1,1655,59,4079,4369,525
1,4,2025,8,24,6,1,1369,59,4079,2282,3623
0,2,2025,8,24,6,1,1771,158,4079,1334,4859
1,8,2025,8,24,6,1,336,158,4079,4733,78
1,4,2025,8,24,6,1,1048,158,4079,1712,3307
1,4,2025,8,24,6,1,1033,158,4079,2984,3134
1,8,2025,8,24,6,1,993,158,4079,1425,736
0,3,2025,8,24,6,1,1823,158,4079,4633,3739
2,60,2025,8,24,6,1,769,59,941,2798,3483
2,30,2025,8,24,6,1,542,59,941,3475,4015
2,10,2025,8,24,6,1,296,59,4079,3172,1524
2,10,2025,8,24,6,1,59,59,4079,2287,1533
0,3,2025,8,24,6,1,127,158,4079,2843,1612
0,2,2025,8,24,6,1,1350,158,4079,2022,2288
1,4,2025,8,24,6,1,1381,27,4079,388,3373
1,4,2025,8,24,6,1,157,27,4079,1829,2543
1,8,2025,8,24,6,1,1556,27,4079,728,4253
1,6,2025,8,24,6,1,529,27,4079,1937,289
0,2,2025,8,24,6,1,58,158,3612,392,2498
1,4,2025,8,24,6,1,195,158,3612,2388,1205
2,40,2025,8,24,6,1,1617,27,4394,4686,2509
1,4,2025,8,24,6,1,812,158,3612,2083,2263
1,4,2025,8,24,6,1,1055,158,3612,3004,866
1,4,2025,8,24,6,1,1973,158,3612,2830,2063
2,12,2025,8,24,6,1,162,59,941,4496,3796
2,30,2025,8,24,6,1,1950,59,941,2274,846
2,60,2025,8,24,6,1,195,59,941,4148,1205
2,60,2025,8,24,6,1,882,59,941,1232,3970
2,100,2025,8,24,6,1,1515,59,941,2703,3410
2,30,2025,8,24,6,1,1058,59,941,884,1252
2,20,2025,8,24,6,1,1803,59,941,2715,1359
2,50,2025,8,24,6,1,1449,59,941,3245,2680
0,3,2025,8,24,6,1,1161,158,3612,4763,1649
2,10,2025,8,24,6,1,679,27,4394,3350,2578
1,4,2025,8,24,6,1,267,59,4079,725,1824
1,5,2025,8,24,6,1,267,59,941,352,2471
0,2,2025,8,24,6,1,259,59,941,3834,1727
2,30,2025,8,24,6,1,1664,27,941,1199,3932
1,4,2025,8,24,6,1,1249,59,941,4882,3937
2,30,2025,8,24,6,1,1158,59,941,741,3138
2,20,2025,8,24,6,1,116,59,941,2647,267
2,12,2025,8,24,6,1,1813,59,941,1371,4854
2,20,2025,8,24,6,1,1101,59,941,4324,3070
2,12,2025,8,24,6,1,1848,59,941,1750,4877
2,15,2025,8,24,6,1,1344,59,941,3221,3198
2,10,2025,8,24,6,1,845,59,941,3479,1381
2,50,2025,8,24,6,1,200,59,941,2480,4481
2,12,2025,8,24,6,1,749,59,941,2127,3850
2,16,2025,8,24,6,1,296,59,941,3172,1524
2,16,2025,8,24,6,1,59,59,941,2287,1533
2,10,2025,8,24,6,1,406,59,941,360,2436
2,32,2025,8,24,6,1,1195,59,941,1566,4203
2,90,2025,8,24,6,1,754,59,941,3915,442
2,12,2025,8,24,6,1,1914,59,941,1980,2420
0,2,2025,8,24,6,1,1944,59,941,1861,4853
2,10,2025,8,24,6,1,100,59,941,3930,2661
2,10,2025,8,24,6,1,549,59,941,487,4683
2,30,2025,8,24,6,1,1556,59,941,4426,4253
1,4,2025,8,24,6,1,1059,59,941,1452,3119
2,12,2025,8,24,6,1,586,27,941,3461,2039
2,20,2025,8,24,6,1,1267,27,941,4081,154
2,300,2025,8,24,6,1,1254,27,1773,2900,43
0,2,2025,8,24,6,1,1834,158,1773,475,941
0,2,2025,8,24,6,1,978,59,941,734,3983
2,20,2025,8,24,6,1,105,59,941,1673,2025
2,600,2025,8,24,6,1,740,59,941,869,382
2,30,2025,8,24,6,1,1245,59,941,3844,608
1,4,2025,8,24,6,1,101,59,941,131,3844
1,4,2025,8,24,6,1,816,59,941,3840,4326
0,2,2025,8,24,6,1,1482,59,941,2482,971
0,2,2025,8,24,6,1,1717,59,941,2638,1986
0,3,2025,8,24,6,1,291,59,941,1817,284
2,15,2025,8,24,6,1,577,59,941,2879,4144
0,3,2025,8,24,6,1,841,59,941,131,1716
1,7,2025,8,24,6,1,1265,158,941,3176,39
2,16,2025,8,24,6,1,1210,158,941,4055,4274
2,420,2025,8,24,6,1,1205,27,941,3195,3577
2,33,2025,8,24,6,1,538,27,941,895,4380
2,15,2025,8,24,6,1,1492,27,941,4243,3872
1,8,2025,8,24,6,1,1265,27,941,4452,39
2,50,2025,8,24,6,1,812,27,941,2312,2263
2,30,2025,8,24,6,1,285,27,941,289,2460
0,2,2025,8,24,6,1,1556,27,941,728,4253
1,4,2025,8,24,6,1,1524,59,941,392,2263
1,4,2025,8,24,6,1,1121,59,941,4119,606
2,10,2025,8,24,6,1,1683,27,941,704,267
1,4,2025,8,24,6,1,1848,27,1120,2066,4877
1,4,2025,8,24,6,1,389,27,835,1184,1684
2,16,2025,8,24,6,1,323,27,835,1342,3924
2,10,2025,8,24,6,1,1755,27,835,2541,3610
0,2,2025,8,24,6,1,1444,27,835,691,4439
2,60,2025,8,24,6,1,365,27,835,1749,3408
0,2,2025,8,24,6,1,672,27,835,3385,3513
0,2,2025,8,24,6,1,183,27,835,3500,2202
1,4,2025,8,24,6,1,1733,27,835,362,4742
0,2,2025,8,24,6,1,671,27,835,1550,3739
0,2,2025,8,24,6,1,255,158,4384,556,1404
0,1,2025,8,24,6,1,330,158,4384,2914,1479
0,1,2025,8,24,6,1,1236,158,4384,1427,748
0,1,2025,8,24,6,1,460,158,4384,4605,3818
1,6,2025,8,24,6,1,299,27,1120,4445,4555
0,3,2025,8,24,6,1,1803,27,1120,4698,1359
0,3,2025,8,24,6,1,568,27,1120,1452,2106
1,8,2025,8,24,6,1,437,27,1120,1191,363
2,15,2025,8,24,6,1,1299,27,1120,599,3513
1,8,2025,8,24,6,1,736,59,941,1631,2239
0,2,2025,8,24,6,1,44,27,1120,3418,393
2,12,2025,8,24,6,1,900,27,835,3100,4001
2,20,2025,8,24,6,1,1582,27,1120,4412,1250
0,1,2025,8,24,6,1,1456,27,1120,1526,3569
2,80,2025,8,24,6,1,1972,59,1773,4474,3431
0,3,2025,8,24,6,1,1219,27,835,247,3520
2,60,2025,8,24,6,1,1055,59,1773,4200,4706
2,20,2025,8,24,6,1,1816,27,1120,435,2864
1,4,2025,8,24,6,1,100,27,1120,1333,2661
1,4,2025,8,24,6,1,549,27,1120,1989,4683
0,3,2025,8,24,6,1,448,27,1120,4578,3195
2,10,2025,8,24,6,1,1593,27,1120,4793,1937
0,3,2025,8,24,6,1,1364,27,1120,2511,4961
0,3,2025,8,24,6,1,1733,27,1120,362,4742
2,600,2025,8,24,6,1,813,59,1773,1438,4926
0,2,2025,8,24,6,1,1834,27,1773,1471,941
2,600,2025,8,24,6,1,566,59,1773,2721,3048
2,480,2025,8,24,6,1,1245,59,1773,3120,4446
2,600,2025,8,24,6,1,740,59,1773,869,382
2,300,2025,8,24,6,1,1505,59,1773,3494,725
2,160,2025,8,24,6,1,1478,59,1773,4798,1813
2,400,2025,8,24,6,1,410,59,1773,1812,901
0,2,2025,8,24,6,1,164,59,1773,3452,4225
2,120,2025,8,24,6,1,925,59,1773,220,2228
2,10,2025,8,24,6,1,1856,59,1773,3815,2286
2,60,2025,8,24,6,1,443,59,1773,3443,1968
2,210,2025,8,24,6,1,776,59,1773,2516,3580
2,300,2025,8,24,6,1,692,59,1773,3504,3927
1,6,2025,8,24,6,1,1204,113,1696,4721,4179
0,3,2025,8,24,6,1,1940,27,1120,1314,3242
0,2,2025,8,24,6,1,426,113,1696,1292,720
2,12,2025,8,24,6,1,1617,113,1977,2908,2509
2,80,2025,8,24,6,1,1229,113,1977,4004,4168
2,16,2025,8,24,6,1,475,113,2242,4663,2878
0,2,2025,8,24,6,1,1788,113,3927,2487,1765
0,2,2025,8,24,6,1,20,113,3927,922,1995
0,2,2025,8,24,6,1,242,113,3927,3706,1930
2,480,2025,8,24,6,1,1205,113,1403,332,3577
2,160,2025,8,24,6,1,1655,113,1403,46,3881
0,3,2025,8,24,6,1,372,59,1977,3569,2109
2,10,2025,8,24,6,1,679,59,1977,3075,2578
0,2,2025,8,24,6,1,1259,59,1977,4695,3605
1,5,2025,8,24,6,1,1526,59,1977,1813,3288
2,10,2025,8,24,6,1,1316,59,1977,2939,3326
1,6,2025,8,24,6,1,1771,27,1120,3242,4859
2,10,2025,8,24,6,1,1950,59,1977,3836,4001
1,4,2025,8,24,6,1,1543,59,1977,4728,194
0,2,2025,8,24,6,1,649,59,1977,1475,85
2,20,2025,8,24,6,1,1278,59,1977,879,1678
2,80,2025,8,24,6,1,40,27,1977,2154,1797
2,10,2025,8,24,6,1,377,27,1977,1916,3663
1,4,2025,8,24,6,1,159,27,1977,620,2
0,2,2025,8,24,6,1,389,113,1977,3686,1684
0,2,2025,8,24,6,1,1564,113,1977,4691,4887
1,7,2025,8,24,6,1,1529,27,1696,4342,2120
0,1,2025,8,24,6,1,556,27,1696,1524,1679
2,20,2025,8,24,6,1,197,59,941,3766,1613
2,20,2025,8,24,6,1,1676,113,4451,1294,2082
2,12,2025,8,24,6,1,133,113,1696,3652,3846
2,24,2025,8,24,6,1,1014,113,1977,1205,3146
1,4,2025,8,24,6,1,1788,113,1977,2487,1765
1,4,2025,8,24,6,1,1406,113,1977,2214,4695
1,5,2025,8,24,6,1,672,113,1977,2260,3513
2,10,2025,8,24,6,1,20,113,1977,922,1995
2,10,2025,8,24,6,1,242,113,1977,3706,1930
2,50,2025,8,24,6,1,1729,113,4451,2613,1153
1,5,2025,8,24,6,1,428,27,1977,1465,2643
2,20,2025,8,24,6,1,1803,113,4451,4930,1359
2,10,2025,8,24,6,1,1688,113,4451,530,1178
2,200,2025,8,24,6,1,750,113,4451,462,1691
2,36,2025,8,24,6,1,1771,59,941,237,4859
2,20,2025,8,24,6,1,1412,113,4166,3765,1601
1,5,2025,8,24,6,1,202,59,1696,3650,4613
2,10,2025,8,24,6,1,1683,59,1696,806,267
1,4,2025,8,24,6,1,282,59,1696,3791,2537
1,4,2025,8,24,6,1,159,27,1696,620,2
1,4,2025,8,24,6,1,805,27,1696,3521,3469
2,10,2025,8,24,6,1,1261,27,1696,3116,4578
2,150,2025,8,24,6,1,1603,113,4451,906,4096
2,10,2025,8,24,6,1,542,113,1977,921,39
1,4,2025,8,24,6,1,1643,27,1696,2295,3004
2,10,2025,8,24,6,1,1035,27,1696,4920,950
2,12,2025,8,24,6,1,1848,113,1696,535,4877
2,30,2025,8,24,6,1,1341,113,1696,2670,1526
2,10,2025,8,24,6,1,447,113,1696,1908,531
2,12,2025,8,24,6,1,58,113,1696,2553,2498
1,5,2025,8,24,6,1,630,113,1696,4561,1254
2,45,2025,8,24,6,1,195,113,1696,4239,1205
2,10,2025,8,24,6,1,86,113,1696,3989,1323
2,50,2025,8,24,6,1,1174,113,1696,1600,664
2,10,2025,8,24,6,1,758,113,1696,4723,312
2,15,2025,8,24,6,1,567,113,1696,2899,1572
2,30,2025,8,24,6,1,1886,113,1696,4285,460
2,30,2025,8,24,6,1,1412,113,1696,3765,1601
2,10,2025,8,24,6,1,1515,113,1696,2456,3410
2,15,2025,8,24,6,1,1058,113,1696,1745,1252
2,30,2025,8,24,6,1,1621,113,1696,2407,2134
0,2,2025,8,24,6,1,904,113,1696,641,3155
2,20,2025,8,24,6,1,1803,113,1696,4930,1359
1,5,2025,8,24,6,1,1842,113,1977,4653,4727
1,8,2025,8,24,6,1,694,113,1696,490,4472
2,10,2025,8,24,6,1,285,113,1696,3928,2460
2,10,2025,8,24,6,1,769,113,1696,1498,3483
2,10,2025,8,24,6,1,677,113,1696,2500,968
0,1,2025,8,24,6,1,700,113,1696,607,1890
2,15,2025,8,24,6,1,882,113,1696,3191,3970
2,24,2025,8,24,6,1,1026,113,1696,3989,4057
2,10,2025,8,24,6,1,200,113,1696,2841,4481
1,6,2025,8,24,6,1,786,113,1696,63,2556
0,2,2025,8,24,6,1,1050,113,1696,2120,117
1,5,2025,8,24,6,1,749,113,1696,3223,3850
1,8,2025,8,24,6,1,1741,113,1696,2892,2119
0,2,2025,8,24,6,1,1924,113,1696,2696,2437
1,4,2025,8,24,6,1,1642,113,1696,3862,114
1,6,2025,8,24,6,1,1311,113,1696,4591,1620
2,32,2025,8,24,6,1,1195,113,1696,4077,4203
2,30,2025,8,24,6,1,754,113,1696,2608,442
0,2,2025,8,24,6,1,1632,113,1696,2934,3256
1,5,2025,8,24,6,1,642,113,1696,4446,3599
2,15,2025,8,24,6,1,1245,113,1696,4855,608
0,2,2025,8,24,6,1,1780,113,1696,3219,3780
0,2,2025,8,24,6,1,1325,113,1696,2476,902
2,10,2025,8,24,6,1,1593,113,1696,1840,1937
1,6,2025,8,24,6,1,586,113,1696,3233,2039
1,4,2025,8,24,6,1,162,113,1696,2993,3796
1,4,2025,8,24,6,1,1014,113,1696,1205,3146
0,3,2025,8,24,6,1,1808,113,1696,2356,771
2,10,2025,8,24,6,1,1553,113,1696,2292,4287
2,40,2025,8,24,6,1,1128,27,3514,3115,3565
0,2,2025,8,25,0,0,328,59,2216,3798,4904
0,2,2025,8,25,0,0,596,59,2216,2583,420
1,8,2025,8,25,0,0,303,59,2216,3776,3503
1,4,2025,8,25,0,0,1183,59,2216,2489,3391
0,2,2025,8,25,0,0,149,59,2216,2104,939
0,1,2025,8,25,0,0,874,59,2216,3548,4443
0,1,2025,8,25,0,0,1757,59,2216,211,2833
2,16,2025,8,25,0,0,1582,59,2216,4378,1250
1,8,2025,8,25,0,0,1509,59,2216,3477,2990
0,2,2025,8,25,0,0,1611,59,2216,2699,141
0,3,2025,8,25,0,0,29,59,2216,1222,60
1,5,2025,8,25,0,0,51,59,2216,4860,3558
2,10,2025,8,25,0,0,1285,59,2216,2130,4825
2,16,2025,8,25,0,0,1148,59,2216,3397,2476
1,5,2025,8,25,0,0,745,59,2216,209,2842
1,5,2025,8,25,0,0,531,59,2216,3142,4510
1,5,2025,8,25,0,0,1430,59,2216,4396,2554
1,5,2025,8,25,0,0,891,59,2216,2232,3157
2,100,2025,8,25,0,0,938,59,2216,3389,1668
0,3,2025,8,25,0,0,1267,59,2216,3788,3101
1,5,2025,8,25,0,0,1733,59,2216,4869,4742
2,50,2025,8,25,0,0,1525,27,2216,4989,2659
0,1,2025,8,25,0,0,1413,113,3572,2813,4538
2,10,2025,8,25,0,0,1869,59,2216,4496,3353
1,5,2025,8,25,0,0,1243,59,2216,4568,760
2,200,2025,8,25,0,0,1128,59,2216,4354,3565
1,8,2025,8,25,0,0,1773,59,4766,147,4503
1,8,2025,8,25,0,0,1773,113,2216,2818,2684
1,8,2025,8,25,0,0,174,27,2216,184,2689
2,20,2025,8,25,0,0,1274,27,2216,1845,2057
1,4,2025,8,25,0,0,1065,113,2216,779,278
0,3,2025,8,25,0,0,808,27,2216,3728,2493
1,5,2025,8,25,0,0,1491,27,2216,1442,1514
0,1,2025,8,25,0,0,1169,27,2216,1316,1543
0,1,2025,8,25,0,0,649,27,2216,2605,85
2,16,2025,8,25,0,0,435,113,2216,1099,2634
1,4,2025,8,25,0,0,1219,113,2216,1388,3520
0,3,2025,8,25,0,0,1466,113,2216,987,2177
2,10,2025,8,25,0,0,542,113,2216,921,39
2,10,2025,8,25,0,0,354,113,2216,3279,1812
1,4,2025,8,25,0,0,1849,27,2216,912,1628
0,3,2025,8,25,0,0,801,113,2216,1707,4457
2,10,2025,8,25,0,0,1623,113,2216,4686,2573
2,10,2025,8,25,0,0,1842,113,2216,4653,4727
1,5,2025,8,25,0,0,241,113,2216,3987,4051
1,5,2025,8,25,0,0,238,113,2216,1273,3190
2,16,2025,8,25,0,0,156,113,2216,702,823
1,5,2025,8,25,0,0,1678,113,2216,425,4525
2,10,2025,8,25,0,0,1984,113,2216,4491,2085
0,3,2025,8,25,0,0,1413,113,2216,2813,4538
2,16,2025,8,25,0,0,740,113,2216,4292,1743
2,16,2025,8,25,0,0,1630,113,2216,916,3584
2,16,2025,8,25,0,0,1617,113,2216,2908,2509
0,3,2025,8,25,0,0,1805,113,2216,3339,1931
0,3,2025,8,25,0,0,568,113,2216,2278,2106
0,1,2025,8,25,0,0,655,27,2216,4347,2180
0,1,2025,8,25,0,0,730,27,2216,2387,3186
2,10,2025,8,25,0,0,365,27,4575,1749,3408
0,3,2025,8,25,0,0,1364,113,2216,4444,4961
1,4,2025,8,25,0,0,850,113,2216,2102,1779
2,16,2025,8,25,0,0,251,113,2216,4711,375
2,10,2025,8,25,0,0,407,113,2216,4843,4599
0,3,2025,8,25,0,0,1986,113,2216,2749,3965
2,12,2025,8,25,0,0,1014,113,2216,1205,3146
2,200,2025,8,25,0,0,1884,113,2216,4961,2745
1,8,2025,8,25,0,0,103,113,2216,2248,2569
2,10,2025,8,25,0,0,198,113,2216,608,3779
2,10,2025,8,25,0,0,704,113,2216,2629,251
1,5,2025,8,25,0,0,1053,113,2216,1118,4301
2,10,2025,8,25,0,0,1406,113,2216,2214,4695
2,40,2025,8,25,0,0,1461,113,2216,2105,2334
1,5,2025,8,25,0,0,955,113,2216,865,1725
1,5,2025,8,25,0,0,941,113,2216,300,2577
0,2,2025,8,25,0,0,672,113,2216,2260,3513
1,5,2025,8,25,0,0,1801,113,2216,3635,1821
0,2,2025,8,25,0,0,1879,113,2216,1899,1217
2,15,2025,8,25,0,0,567,113,230,2899,1572
2,15,2025,8,25,0,0,195,113,662,4239,1205
2,10,2025,8,25,0,0,1174,113,662,1600,664
2,10,2025,8,25,0,0,1449,113,662,2764,2680
2,15,2025,8,25,0,0,324,113,662,4240,777
2,10,2025,8,25,0,0,769,113,662,1498,3483
2,12,2025,8,25,0,0,740,27,1950,2843,382
